                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 4.4129,                 3.4734,                 2.9702,                0.18263,                0.14041,                0.10781,                0.04482,                 5.2168,                 4.3483,                 3.4855,             0.00064775,             0.00064775,             0.00064775
                    148,                 4.5731,                  3.523,                 2.9213,                0.15587,                0.16946,                0.11083,                0.04632,                 5.2595,                 4.2197,                  3.472,             0.00064362,             0.00064362,             0.00064362
                    149,                 4.2515,                 3.4313,                 2.9634,                0.17468,                0.17503,                0.11333,                0.04875,                 5.1158,                 4.1402,                 3.4139,              0.0006395,              0.0006395,              0.0006395
                    150,                 4.4607,                 3.5078,                 2.9072,                0.16596,                0.17167,                0.11169,                 0.0481,                  5.125,                 4.1113,                 3.4403,             0.00063538,             0.00063538,             0.00063538
                    151,                 4.2942,                 3.5021,                 2.9135,                0.17039,                0.14766,                0.10952,                0.04535,                 5.2046,                 4.1346,                 3.4756,             0.00063125,             0.00063125,             0.00063125
                    152,                 4.3567,                  3.499,                 2.9246,                0.18542,                 0.1496,                0.10756,                0.04395,                 5.2163,                  4.214,                 3.4614,             0.00062713,             0.00062713,             0.00062713
                    153,                 4.4099,                 3.4704,                 2.9334,                0.16249,                0.14451,                0.10969,                0.04615,                 5.2009,                 4.1323,                 3.4051,               0.000623,               0.000623,               0.000623
                    154,                 4.4108,                 3.3695,                 2.8631,                0.14413,                 0.1482,                0.10874,                0.04723,                 5.1256,                 4.1207,                 3.3934,             0.00061887,             0.00061887,             0.00061887
                    155,                 4.3378,                 3.4457,                 2.9086,                0.16701,                0.16764,                0.11315,                0.05185,                 5.1275,                 4.0654,                 3.4123,             0.00061475,             0.00061475,             0.00061475
                    156,                 4.2487,                 3.5013,                 2.9566,                0.18529,                0.14652,                0.11648,                0.05498,                 5.0998,                 4.1367,                 3.3912,             0.00061062,             0.00061062,             0.00061062
                    157,                 4.1716,                 3.3229,                 2.8008,                0.19167,                0.14031,                0.12698,                 0.0616,                 5.1501,                 4.2383,                 3.4207,              0.0006065,              0.0006065,              0.0006065
                    158,                 4.4547,                 3.5936,                 2.9718,                0.17688,                0.14343,                  0.122,                0.05621,                 5.1777,                 4.1234,                 3.4406,             0.00060238,             0.00060238,             0.00060238
                    159,                 4.4206,                 3.2993,                 2.9354,                0.19858,                0.14819,                0.11406,                0.05198,                 5.2428,                 4.1025,                 3.4827,             0.00059825,             0.00059825,             0.00059825
                    160,                 4.4067,                 3.3455,                 2.8436,                0.15863,                0.16356,                0.11402,                0.04652,                 5.1858,                 4.1394,                 3.4889,             0.00059413,             0.00059413,             0.00059413
                    161,                 4.4357,                 3.5676,                 2.9566,                0.23609,                0.15489,                0.11455,                0.05077,                 5.1862,                 4.2768,                 3.5035,                0.00059,                0.00059,                0.00059
                    162,                 4.4319,                 3.4017,                 2.8674,                0.27491,                 0.1359,                0.12853,                0.06115,                 5.1676,                 4.2032,                 3.4764,             0.00058588,             0.00058588,             0.00058588
                    163,                 4.3147,                 3.3566,                 2.9362,                0.27511,                0.14429,                 0.1347,                0.06406,                 5.0584,                 4.1446,                 3.3819,             0.00058175,             0.00058175,             0.00058175
                    164,                 4.3748,                 3.4762,                 2.9457,                0.34103,                0.12752,                0.11596,                0.05279,                 5.1959,                  4.121,                 3.4932,             0.00057763,             0.00057763,             0.00057763
                    165,                 4.1719,                 3.2069,                 2.9477,                0.36941,                0.11887,                0.13285,                0.06335,                 5.1875,                 4.1132,                 3.4803,              0.0005735,              0.0005735,              0.0005735
                    166,                  4.273,                 3.2815,                 2.8702,                0.38726,                0.13231,                0.14062,                0.06464,                 5.2506,                 4.1327,                 3.4783,             0.00056938,             0.00056938,             0.00056938
                    167,                 4.2894,                  3.262,                  2.776,                0.21484,                0.16356,                 0.1383,                0.06028,                 5.2546,                 4.1284,                  3.456,             0.00056525,             0.00056525,             0.00056525
                    168,                 4.3571,                  3.317,                 2.8294,                 0.2646,                0.14819,                0.13514,                0.05618,                 5.2435,                 4.0349,                 3.4768,             0.00056112,             0.00056112,             0.00056112
                    169,                 4.3102,                 3.2421,                 2.8819,                0.44723,                0.11885,                0.13888,                0.05932,                 5.1898,                 4.0595,                 3.4445,               0.000557,               0.000557,               0.000557
                    170,                 4.2491,                 3.2585,                 2.8605,                0.20173,                0.17443,                0.14314,                0.06119,                 5.1629,                 3.9749,                 3.4111,             0.00055287,             0.00055287,             0.00055287
                    171,                 4.2381,                 3.3731,                 2.8307,                 0.2103,                0.18309,                0.13728,                0.05475,                 5.1963,                 4.0302,                 3.4255,             0.00054875,             0.00054875,             0.00054875
                    172,                 4.3387,                 3.2179,                 2.8326,                0.20254,                0.16127,                0.13319,                0.05574,                 5.2589,                 4.0495,                 3.4738,             0.00054463,             0.00054463,             0.00054463
                    173,                 4.2584,                 3.2821,                 2.8791,                0.21447,                 0.1398,                0.13586,                 0.0572,                  5.227,                 4.0612,                 3.4304,              0.0005405,              0.0005405,              0.0005405
                    174,                 4.2419,                 3.3302,                 2.8764,                0.23217,                0.14484,                0.13392,                0.05555,                 5.2378,                 4.0583,                 3.4473,             0.00053638,             0.00053638,             0.00053638
                    175,                 4.3523,                 3.1719,                 2.7367,                0.62827,                 0.1194,                0.13695,                 0.0587,                 5.2322,                 4.0595,                 3.4379,             0.00053225,             0.00053225,             0.00053225
                    176,                 4.2481,                 3.3194,                 2.8524,                0.20049,                0.17892,                  0.137,                0.05759,                  5.213,                   4.03,                 3.4047,             0.00052812,             0.00052812,             0.00052812
                    177,                  4.158,                 3.1448,                 2.7936,                0.20238,                0.17415,                 0.1493,                0.07046,                 5.1796,                 4.0803,                 3.3658,               0.000524,               0.000524,               0.000524
                    178,                 4.2579,                 3.2986,                 2.7954,                0.20932,                0.16576,                0.13782,                0.05805,                 5.1621,                 4.0568,                  3.375,             0.00051988,             0.00051988,             0.00051988
                    179,                 4.1872,                 3.1688,                 2.8293,                0.19608,                0.15792,                0.14543,                0.06569,                 5.1234,                 4.0773,                 3.4353,             0.00051575,             0.00051575,             0.00051575
                    180,                  4.119,                 3.1297,                 2.7981,                0.25929,                0.14806,                0.15474,                 0.0723,                   5.09,                  4.101,                 3.4164,             0.00051163,             0.00051163,             0.00051163
                    181,                 4.2145,                 3.1324,                 2.7434,                0.27331,                0.15616,                0.16437,                0.07545,                 5.1352,                 4.1234,                 3.4162,              0.0005075,              0.0005075,              0.0005075
                    182,                 4.1404,                   3.14,                 2.7481,                0.21154,                0.16924,                0.15622,                0.06711,                 5.2248,                  4.105,                 3.4285,             0.00050337,             0.00050337,             0.00050337
                    183,                 4.0509,                 3.0993,                 2.7604,                0.18355,                0.15994,                0.14385,                0.06273,                 5.1935,                 4.0966,                 3.4216,             0.00049925,             0.00049925,             0.00049925
                    184,                 4.2098,                 3.2314,                 2.8607,                0.17757,                0.15388,                0.13634,                0.05974,                 5.2011,                 4.0595,                 3.4174,             0.00049513,             0.00049513,             0.00049513
                    185,                 4.3712,                  3.353,                  2.922,                0.18092,                0.17745,                0.13315,                0.05716,                 5.2039,                 3.9864,                 3.4339,               0.000491,               0.000491,               0.000491
                    186,                 4.1135,                 3.1999,                 2.8244,                0.22066,                0.15739,                0.13108,                0.05513,                 5.2805,                 4.0149,                  3.445,             0.00048687,             0.00048687,             0.00048687
                    187,                 4.1582,                 3.1173,                 2.8015,                0.24922,                0.16631,                 0.1456,                0.06122,                  5.304,                 3.9572,                 3.5269,             0.00048275,             0.00048275,             0.00048275
                    188,                 4.1709,                 3.1035,                 2.8136,                0.23323,                0.16463,                0.13826,                0.05851,                 5.3124,                  3.932,                 3.5587,             0.00047863,             0.00047863,             0.00047863
                    189,                  4.145,                  3.149,                 2.7753,                0.23572,                0.16142,                0.13359,                0.05758,                 5.2451,                 3.9449,                 3.4712,              0.0004745,              0.0004745,              0.0004745
                    190,                 4.1342,                 3.2034,                 2.8255,                0.24456,                0.15571,                0.15159,                 0.0667,                 5.1464,                 4.0246,                 3.4174,             0.00047038,             0.00047038,             0.00047038
                    191,                 4.1354,                 3.2469,                 2.8106,                0.22032,                0.17054,                 0.1398,                 0.0589,                 5.2336,                 4.0256,                 3.4575,             0.00046625,             0.00046625,             0.00046625
                    192,                  4.049,                 2.9621,                 2.5693,                0.21416,                0.16607,                 0.1237,                0.05348,                 5.3006,                 4.0144,                 3.5427,             0.00046212,             0.00046212,             0.00046212
                    193,                 4.1525,                  3.082,                 2.7319,                0.22123,                0.15437,                0.12751,                 0.0568,                  5.247,                 4.0115,                 3.4878,               0.000458,               0.000458,               0.000458
                    194,                 3.8948,                 2.9118,                 2.7224,                0.19676,                0.20384,                0.13789,                0.06151,                 5.1735,                 3.9839,                 3.3921,             0.00045388,             0.00045388,             0.00045388
                    195,                 4.1192,                 3.2925,                 2.8502,                0.17038,                0.16471,                0.13255,                0.06249,                 5.1219,                 3.9111,                 3.3803,             0.00044975,             0.00044975,             0.00044975
                    196,                 3.9485,                 3.0955,                 2.7632,                0.16647,                 0.1806,                0.13057,                0.06259,                 5.0906,                 3.9162,                 3.3357,             0.00044563,             0.00044563,             0.00044563
                    197,                 4.0462,                 3.0087,                 2.7123,                0.19143,                0.19059,                0.12891,                0.06034,                 5.0553,                 3.9841,                 3.3106,              0.0004415,              0.0004415,              0.0004415
                    198,                 4.1196,                 3.2227,                 2.7193,                0.18162,                0.15517,                0.13518,                0.06201,                 5.1398,                  3.945,                 3.4106,             0.00043738,             0.00043738,             0.00043738
                    199,                 4.1173,                 3.0976,                 2.8048,                0.18705,                 0.1353,                0.12641,                0.05724,                 5.0876,                 3.9922,                 3.4508,             0.00043325,             0.00043325,             0.00043325
                    200,                 3.8699,                 3.0522,                 2.7239,                0.16924,                0.17067,                0.12403,                0.05686,                 5.1508,                 3.9934,                 3.4602,             0.00042912,             0.00042912,             0.00042912
                    201,                 3.8734,                 2.9417,                 2.6833,                0.19832,                0.18847,                0.13635,                0.05971,                 5.1259,                  4.079,                 3.4347,               0.000425,               0.000425,               0.000425
                    202,                 4.0042,                 3.0111,                 2.7161,                0.19068,                0.18184,                 0.1465,                0.06449,                 5.1059,                 4.0723,                 3.3933,             0.00042087,             0.00042087,             0.00042087
                    203,                   4.06,                 3.0154,                 2.7685,                0.17846,                0.18484,                0.12778,                0.05591,                  5.029,                   4.04,                 3.3679,             0.00041675,             0.00041675,             0.00041675
                    204,                 3.9429,                 3.0033,                 2.6613,                0.18007,                0.19482,                0.12962,                0.05709,                 4.9664,                  4.086,                  3.348,             0.00041263,             0.00041263,             0.00041263
                    205,                 3.9397,                 2.8478,                 2.6735,                0.20999,                0.19598,                0.13957,                0.06563,                 4.9758,                 3.9957,                 3.3192,              0.0004085,              0.0004085,              0.0004085
                    206,                 3.9359,                 2.9502,                 2.6465,                0.19901,                0.18725,                0.13507,                 0.0604,                 4.9846,                 4.0686,                 3.3474,             0.00040438,             0.00040438,             0.00040438
                    207,                 3.9433,                 3.1385,                  2.845,                0.20592,                0.17779,                0.14174,                0.06304,                 4.9828,                 4.0012,                  3.352,             0.00040025,             0.00040025,             0.00040025
                    208,                 4.0215,                 2.9469,                   2.67,                0.23741,                0.18891,                0.13725,                0.06041,                 4.9885,                 4.0092,                 3.3278,             0.00039613,             0.00039613,             0.00039613
                    209,                 4.1019,                 2.9013,                 2.7197,                0.23585,                 0.2041,                 0.1424,                0.05831,                 5.0441,                 3.9741,                 3.3537,               0.000392,               0.000392,               0.000392
                    210,                 4.0326,                 3.0116,                 2.8155,                0.20425,                 0.1774,                0.13915,                0.05629,                 5.0926,                 4.0026,                 3.3633,             0.00038788,             0.00038788,             0.00038788
                    211,                 4.0306,                 2.9432,                 2.6182,                0.18071,                0.17481,                0.12728,                0.05349,                  5.115,                  4.065,                 3.3675,             0.00038375,             0.00038375,             0.00038375
                    212,                 3.9867,                 2.9125,                 2.5769,                0.15741,                0.15685,                0.12936,                0.05227,                  5.198,                 4.0956,                 3.3798,             0.00037962,             0.00037962,             0.00037962
                    213,                 4.1397,                 3.0055,                 2.6814,                0.18267,                0.18229,                0.13751,                0.05865,                  4.999,                 3.9752,                 3.3269,              0.0003755,              0.0003755,              0.0003755
                    214,                 4.0075,                 3.0023,                 2.7241,                0.18313,                0.20381,                0.13755,                0.05943,                 5.0029,                 3.9436,                 3.3638,             0.00037138,             0.00037138,             0.00037138
                    215,                 3.9922,                 2.9262,                  2.634,                0.19265,                0.18343,                0.13604,                 0.0555,                 5.0128,                 3.9896,                 3.3591,             0.00036725,             0.00036725,             0.00036725
                    216,                 3.8426,                  2.847,                 2.6758,                0.22086,                 0.1955,                0.13095,                0.05348,                 5.0434,                 3.9994,                 3.3988,             0.00036313,             0.00036313,             0.00036313
                    217,                 4.0249,                 2.9404,                 2.7028,                0.21322,                0.18884,                0.13181,                0.05527,                 5.1011,                 4.0276,                  3.447,               0.000359,               0.000359,               0.000359
                    218,                 4.0232,                 2.9273,                 2.6646,                0.22393,                0.18625,                0.14204,                0.05982,                 5.0845,                 4.0905,                 3.4197,             0.00035487,             0.00035487,             0.00035487
                    219,                 3.8902,                 2.9206,                 2.6689,                0.21664,                0.19129,                0.13615,                0.05893,                 5.0779,                 4.0957,                  3.397,             0.00035075,             0.00035075,             0.00035075
                    220,                 3.9329,                 2.8952,                 2.6397,                0.20257,                0.19323,                0.13415,                0.05859,                 5.0259,                 4.1232,                 3.3643,             0.00034663,             0.00034663,             0.00034663
                    221,                 3.9877,                 2.8027,                 2.5859,                0.24988,                0.18217,                0.13308,                0.05788,                 5.0743,                 4.1511,                 3.3508,              0.0003425,              0.0003425,              0.0003425
                    222,                 3.7666,                 2.7618,                 2.5961,                0.25873,                0.15491,                0.13467,                 0.0576,                 5.0299,                  4.098,                  3.365,             0.00033838,             0.00033838,             0.00033838
                    223,                 3.8516,                 2.8871,                 2.6363,                0.26576,                0.16639,                 0.1363,                0.05979,                   5.01,                 4.0715,                  3.315,             0.00033425,             0.00033425,             0.00033425
                    224,                 3.7932,                 2.8071,                  2.655,                0.24976,                0.16862,                0.13262,                0.05769,                 4.9983,                 4.0802,                 3.3389,             0.00033013,             0.00033013,             0.00033013
                    225,                 3.7206,                 2.7565,                 2.6064,                0.19986,                0.16215,                0.12841,                0.05583,                 5.0381,                 4.1219,                 3.4072,               0.000326,               0.000326,               0.000326
                    226,                 3.6883,                 2.6941,                 2.4985,                0.23027,                0.17224,                0.13136,                0.05797,                 5.0808,                 4.1071,                 3.4315,             0.00032188,             0.00032188,             0.00032188
                    227,                 3.7693,                 2.8152,                 2.6979,                0.19253,                0.15288,                0.12645,                0.05534,                 5.1075,                 4.0884,                 3.4502,             0.00031775,             0.00031775,             0.00031775
                    228,                 3.9317,                 2.8445,                 2.6725,                 0.2897,                0.17369,                0.13511,                0.05911,                 5.0942,                 4.1426,                 3.4116,             0.00031362,             0.00031362,             0.00031362
                    229,                 3.7929,                 2.7475,                 2.5762,                0.25582,                0.17699,                  0.137,                0.06108,                 5.1536,                 4.0629,                 3.4315,              0.0003095,              0.0003095,              0.0003095
                    230,                 3.9341,                 3.0008,                 2.7271,                0.26807,                0.18443,                 0.1403,                0.06002,                 5.1657,                 3.9846,                 3.4062,             0.00030538,             0.00030538,             0.00030538
                    231,                 3.9274,                 2.8463,                 2.5709,                0.23099,                0.20128,                0.14472,                0.06394,                  5.117,                 3.9358,                 3.3849,             0.00030125,             0.00030125,             0.00030125
                    232,                 3.8459,                 2.7931,                 2.6187,                0.51301,                0.17531,                0.14544,                0.06413,                 5.0782,                 3.9994,                 3.3846,             0.00029713,             0.00029713,             0.00029713
                    233,                 3.7941,                 2.9154,                  2.634,                0.48079,                0.17504,                0.14167,                0.06323,                 5.0868,                 3.9758,                 3.3789,               0.000293,               0.000293,               0.000293
                    234,                 3.8164,                 2.6843,                 2.5258,                0.25021,                 0.1776,                0.13755,                0.06142,                 5.0622,                  4.032,                 3.3912,             0.00028888,             0.00028888,             0.00028888
                    235,                 3.7699,                 2.7894,                 2.5661,                0.47816,                0.17424,                0.13894,                0.06075,                 5.0604,                 4.0508,                 3.3641,             0.00028475,             0.00028475,             0.00028475
                    236,                 3.9345,                 2.8095,                 2.6155,                0.23217,                0.18512,                 0.1433,                0.06023,                 5.0758,                 4.0198,                 3.3283,             0.00028063,             0.00028063,             0.00028063
                    237,                 4.0568,                 2.9882,                 2.6471,                0.19759,                0.19156,                0.13861,                 0.0578,                 5.0786,                 4.0724,                 3.3435,              0.0002765,              0.0002765,              0.0002765
                    238,                 3.7632,                 2.6813,                 2.5354,                0.50921,                0.15605,                0.13149,                0.05355,                 5.1362,                 4.1082,                 3.3479,             0.00027237,             0.00027237,             0.00027237
                    239,                 3.8735,                 2.7958,                 2.5387,                0.52827,                0.16753,                0.12662,                0.05379,                 5.1748,                 4.1566,                 3.4113,             0.00026825,             0.00026825,             0.00026825
                    240,                 3.7173,                 2.8409,                 2.6184,                0.50194,                0.15253,                0.13129,                0.05441,                 5.1554,                 4.0036,                 3.4466,             0.00026413,             0.00026413,             0.00026413
                    241,                  3.735,                 2.7818,                 2.6596,                 0.2222,                0.17451,                0.13268,                0.05675,                 5.1456,                 4.0697,                 3.4362,                0.00026,                0.00026,                0.00026
                    242,                 3.7395,                 2.7627,                 2.5694,                0.24564,                0.18847,                 0.1406,                0.05876,                 5.1402,                 4.0662,                 3.3921,             0.00025587,             0.00025587,             0.00025587
                    243,                 3.8472,                 2.7873,                   2.66,                0.25317,                0.18343,                0.13669,                0.06081,                 5.1109,                 4.0362,                  3.388,             0.00025175,             0.00025175,             0.00025175
                    244,                 3.7502,                   2.75,                 2.6524,                 0.2171,                 0.1837,                0.13535,                0.06074,                 5.1128,                 4.0613,                 3.3662,             0.00024762,             0.00024762,             0.00024762
                    245,                 3.7702,                 2.6672,                  2.528,                0.21648,                0.16201,                0.13757,                0.06127,                  5.095,                 4.0719,                 3.3705,              0.0002435,              0.0002435,              0.0002435
                    246,                 3.6551,                 2.6866,                 2.5419,                0.21455,                0.16648,                0.13989,                0.05995,                 5.0828,                 4.1817,                 3.3649,             0.00023938,             0.00023938,             0.00023938
                    247,                 3.9155,                  2.808,                  2.538,                0.23523,                0.17363,                 0.1413,                0.05875,                 5.1072,                  4.143,                 3.3632,             0.00023525,             0.00023525,             0.00023525
                    248,                 3.7764,                 2.6554,                 2.6174,                0.23148,                 0.1686,                0.14478,                0.06076,                 5.0579,                 4.1108,                 3.3532,             0.00023112,             0.00023112,             0.00023112
                    249,                 3.7214,                  2.685,                 2.5968,                0.24341,                 0.1686,                0.14673,                0.06256,                  5.032,                 4.0815,                 3.3441,               0.000227,               0.000227,               0.000227
                    250,                  3.744,                 2.7737,                 2.4918,                0.20658,                0.15429,                0.13908,                0.05853,                 5.0989,                 4.0879,                 3.3735,             0.00022288,             0.00022288,             0.00022288
                    251,                 3.7055,                 2.7704,                 2.5976,                0.19746,                0.13275,                 0.1359,                0.06027,                 5.1465,                 4.0967,                 3.3615,             0.00021875,             0.00021875,             0.00021875
                    252,                 3.7614,                 2.8342,                  2.561,                 0.1861,                0.17302,                0.13555,                0.05843,                  5.096,                  4.103,                 3.3366,             0.00021462,             0.00021462,             0.00021462
                    253,                 3.6396,                  2.658,                 2.5088,                0.23827,                0.14629,                0.13304,                0.05791,                 5.0542,                 4.2104,                 3.3315,              0.0002105,              0.0002105,              0.0002105
                    254,                 3.6754,                 2.5915,                 2.4913,                0.23718,                0.16455,                0.13948,                0.05878,                 5.0525,                 4.1961,                 3.3586,             0.00020637,             0.00020637,             0.00020637
                    255,                 3.7215,                 2.7868,                 2.6873,                0.26381,                0.15632,                0.14265,                0.06214,                 5.0369,                 4.1539,                 3.3355,             0.00020225,             0.00020225,             0.00020225
                    256,                 3.7007,                 2.7581,                 2.6128,                0.25289,                0.15967,                0.14246,                0.06204,                 5.0543,                 4.1223,                 3.3436,             0.00019813,             0.00019813,             0.00019813
                    257,                  3.716,                 2.7053,                 2.4977,                0.28277,                0.16858,                0.14197,                0.06155,                 5.0428,                 4.1245,                  3.342,               0.000194,               0.000194,               0.000194
                    258,                 3.8735,                 2.6928,                 2.5476,                0.26187,                 0.1633,                0.14079,                0.06004,                 5.1002,                 4.0157,                 3.3611,             0.00018987,             0.00018987,             0.00018987
                    259,                 3.6669,                 2.6611,                 2.5232,                0.26825,                0.17458,                0.14207,                0.06031,                  5.101,                 3.9872,                 3.3859,             0.00018575,             0.00018575,             0.00018575
                    260,                 3.8524,                 2.7496,                 2.5205,                0.21576,                0.17604,                0.13761,                0.05716,                 5.1214,                 4.0257,                 3.3845,             0.00018163,             0.00018163,             0.00018163
                    261,                 3.5383,                 2.6222,                 2.5481,                0.21759,                0.19287,                0.13275,                0.05491,                 5.1516,                 4.0444,                  3.409,              0.0001775,              0.0001775,              0.0001775
                    262,                 3.7637,                 2.6723,                 2.5372,                0.20488,                0.15571,                0.13466,                0.05662,                  5.147,                 4.0757,                 3.3988,             0.00017338,             0.00017338,             0.00017338
                    263,                 3.7704,                 2.7017,                 2.5048,                0.20892,                0.16356,                 0.1323,                0.05603,                 5.1367,                 4.0428,                 3.3826,             0.00016925,             0.00016925,             0.00016925
                    264,                 3.6125,                 2.6722,                 2.4702,                0.22824,                0.16005,                  0.137,                0.05748,                 5.1228,                 4.0283,                  3.383,             0.00016512,             0.00016512,             0.00016512
                    265,                 3.6818,                 2.6552,                 2.4771,                0.22623,                0.16887,                0.13989,                0.05889,                 5.0835,                 3.9639,                 3.3622,               0.000161,               0.000161,               0.000161
                    266,                 3.8543,                 2.6762,                 2.5794,                0.23336,                 0.1761,                0.14155,                0.05933,                  4.999,                 4.0266,                 3.3405,             0.00015688,             0.00015688,             0.00015688
                    267,                 3.6959,                  2.667,                 2.5278,                0.24585,                0.19209,                0.14229,                0.06225,                 4.9659,                 4.0722,                 3.2925,             0.00015275,             0.00015275,             0.00015275
                    268,                 3.6846,                 2.6161,                 2.5257,                 0.2244,                 0.1937,                0.14115,                0.06255,                  4.956,                 4.1666,                 3.3103,             0.00014862,             0.00014862,             0.00014862
                    269,                  3.647,                 2.6244,                 2.4866,                0.20728,                0.18061,                0.14076,                 0.0619,                 5.0313,                  4.078,                 3.3521,              0.0001445,              0.0001445,              0.0001445
                    270,                 3.6208,                 2.5658,                 2.5494,                 0.2158,                0.19676,                0.14231,                 0.0623,                 5.0285,                   4.09,                  3.353,             0.00014038,             0.00014038,             0.00014038
                    271,                 3.6584,                 2.7324,                 2.5723,                0.26528,                0.17725,                 0.1429,                0.06308,                 5.0348,                 4.0852,                 3.3714,             0.00013625,             0.00013625,             0.00013625
                    272,                 3.6162,                 2.5894,                 2.5305,                0.27771,                0.15826,                0.14301,                0.06408,                 5.0082,                 4.0616,                 3.3431,             0.00013212,             0.00013212,             0.00013212
                    273,                 3.7065,                 2.6879,                 2.5695,                 0.2943,                0.16189,                0.14391,                0.06346,                 4.9601,                 4.0723,                 3.2888,               0.000128,               0.000128,               0.000128
                    274,                  3.543,                 2.5261,                 2.5083,                0.31981,                0.15276,                0.14234,                0.06166,                 5.0317,                 4.1243,                 3.3231,             0.00012387,             0.00012387,             0.00012387
                    275,                 3.6636,                 2.5419,                  2.498,                0.28353,                0.15464,                0.14024,                0.06211,                 4.9956,                 4.0542,                 3.2991,             0.00011975,             0.00011975,             0.00011975
                    276,                  3.548,                 2.5711,                 2.5224,                0.28307,                0.15967,                0.13896,                0.06036,                 5.0261,                 4.0478,                 3.3399,             0.00011563,             0.00011563,             0.00011563
                    277,                 3.6337,                 2.5747,                 2.4747,                0.27119,                0.16665,                0.13983,                0.06182,                 5.0121,                 4.0447,                 3.3346,              0.0001115,              0.0001115,              0.0001115
                    278,                 3.6726,                 2.6517,                 2.5672,                0.27284,                0.15835,                 0.1408,                0.06317,                 5.0031,                 4.0577,                 3.3283,             0.00010737,             0.00010737,             0.00010737
                    279,                 3.6044,                 2.5977,                 2.5562,                 0.2692,                0.16692,                0.14007,                0.06161,                 4.9632,                 4.0468,                 3.3072,             0.00010325,             0.00010325,             0.00010325
                    280,                 3.6324,                 2.5682,                  2.434,                0.26966,                0.16824,                0.14267,                0.06188,                  4.969,                 4.0121,                 3.3183,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    281,                 3.5557,                 2.6537,                 2.5179,                0.20217,                0.17558,                0.13124,                0.05586,                 5.0005,                 4.0876,                 3.3284,                9.5e-05,                9.5e-05,                9.5e-05
